,upload_date,comments,likes,caption,hashtags,location,shortcode,video_url,video_view_count,tagged_users
17,2020-12-18 15:07:45,151,27378,I’ll let nature do the talking. Don’t mind @zackkalter’s dance moves at the end. (views from our @avantstay rental),[],,CI87Gpfj-Rv,https://instagram.fybz2-2.fna.fbcdn.net/v/t50.2886-16/132010552_529038951387245_8704697533376081014_n.mp4?_nc_ht=instagram.fybz2-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=7DvDkMdUSWoAX-LxhLL&oe=6023949F&oh=50400e96a4c3d1468f4b45f466d022f1,211200.0,[]
18,2020-12-16 18:30:29,6301,38828,I am GIVING AWAY a @feat sweat set! - Giveaway is closed! -,[],"Lake Tahoe, California",CI4IvgajsGL,,,['feat']
19,2020-12-15 18:51:21,311,61250,As much as I love this outfit from @revolve I immediately changed into sweatpants after taking these photos. #revolvewinter,['revolvewinter'],"Lake Tahoe, California",CI1mVaajAGm,,,['revolve']
20,2020-12-14 17:20:38,148,34139,Big Tahoe mood ❄️ wearing @fabletics #fableticsambassador,['fableticsambassador'],"Lake Tahoe, California",CIy3KGVjKKs,,,['fabletics']
21,2020-12-13 20:23:57,203,41400,"Photos from our snow day 🌨 also filmed a new YouTube video today, coming soon!",[],"Lake Tahoe, California",CIwnV5IDX93,,,"['ugg', 'lunya', 'avantstay']"
22,2020-12-12 18:08:12,105,30110,"Over the river and through the woods... 🌲also, GREAT NEWS - orders for my @feat sweat set have already started shipping! AND there is still time left to order for Christmas... tag someone to drop a subtle hint",[],"Lake Tahoe, California",CItzAzrjGGv,,,['feat']
23,2020-12-11 12:16:04,193,40982,"Ah, the great indoors🍷 dress from @songofstyle / boots from @rayethelabel on @revolve #REVOLVEwinter",['REVOLVEwinter'],"Lake Tahoe, California",CIql6wvjqwF,,,"['revolve', 'songofstyle', 'rayethelabel']"
24,2020-12-10 12:50:50,167,50804,"We’re moving to a cabin in the woods until further notice 🛷🧸❄️ to be more specific, this charming rental home I found on @avantstay",[],"Lake Tahoe, California",CIoFGjqDNC9,,,"['zackkalter', 'avantstay']"
25,2020-12-08 20:33:38,461,71272,"Well today rocked! 🏔🤍 Thank you to @zackkalter for being down to drive any distance at a moments notice for a little birthday escape, and to all my friends, internet friends and family for the love I feel today! And no thanks to google for (falsely) listing that I’m 40 👵🏽",[],"Lake Tahoe, California",CIjwebLjQ9l,,,['cordova.co']
26,2020-12-07 18:28:10,212,50113,Off to the mountains hopefully we’ll get snowed in and have to sit in a cabin and watch every season of Survivor for the rest of the year 🛣🗻🌲,[],,CIg9Uq6DaHB,,,[]
27,2020-12-06 15:29:59,100,19998,"Sundays are for besties and wearable blankets, aka my sweat set collab with @feat! One of many items on my GIFT GUIDE VIDEO that just went live on YouTube! (Last photo best summarizes our friendship @whitneyfransway)",[],,CIeEIuBjf5l,,,"['whitneyfransway', 'feat']"
28,2020-12-04 16:10:30,106,14420,"A little recap of our recent escape to the @juicebeauty farm in Sonoma, CA! Watch the whole video to see the holy grail organic makeup product I’ve been using all year on my skin AND watch me discover my new wine hangover secret! You can use code JBHELEN15 for 15% off juicebeauty.com.
😉🍇 #juicebeauty #farmtobeauty #juicebeautypartner","['juicebeauty', 'farmtobeauty', 'juicebeautypartner']",,CIY-k_9DDca,https://instagram.fybz2-1.fna.fbcdn.net/v/t50.2886-16/10000000_441800930315636_7280111243927448924_n.mp4?_nc_ht=instagram.fybz2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=099NzN3QtB4AX8zw9Hn&oe=60234FE7&oh=d004f95339647b86d9fd7ecbc5eba1bf,127263.0,[]
29,2020-12-03 22:36:36,126,22943,"We started Christmas decor before Thanksgiving this year... felt necessary. Also - yesterday I launched my sweat set design collab with @feat and it couldn’t have gone better! THANK YOU to everyone for the enthusiasm, support, and mutual fondness of sweat sets. But just you wait until you feel this fabric... (PS plz order *ASAP* if you’d like it to arrive before Christmas - we’re trying our best to get all orders placed this week out in time despite delays!)",[],,CIXGkwHjJBl,,,['feat']
30,2020-12-02 12:40:53,189,27734,My sweat set with @feat is FINALLY AVAILABLE! Swipe to the last photo to see my mood! ☁️ and watch my X FEAT story highlight to see the behind the scenes of how this came to life,[],,CITdmvDj59z,,,['feat']
31,2020-12-01 18:25:07,166,32497,Watch my stories today to see what is happening TOMORROW ☁️,[],,CIRgNIEDhWF,,,['feat']
32,2020-11-29 21:53:25,170,40070,From a Sunday well spent 🤍,[],"Fort Funston State Park Beach, San Francisco",CIMudArD9gp,,,"['revolve', 'camilacoelhocollection', 'boyishjeans', 'isabelowen_']"
33,2020-11-23 15:25:11,110,36623,Somehow I convinced @zackkalter to somewhat participate in filming a COUPLES MORNING ROUTINE video... link in bio to watch! ☕️,[],"West Hollywood, California",CH8lQK3jNqB,,,['zackkalter']
34,2020-11-18 13:24:47,181,43922,Swipe over to see the fleece pullover I had to take off because it was high 80’s mid November 👍🏼 / wearing all @fabletics #fableticsambassador (new YouTube video today!!!!),['fableticsambassador'],"West Hollywood, California",CHvff-QjP20,,,['fabletics']
35,2020-11-17 17:02:09,229,44275,Contrary to my Fall themed content it is most definitely still summer weather in Los Angeles. Try again next week 🍂,[],,CHtTlIqDMIz,,,[]
36,2020-11-13 17:52:26,249,44899,Free hug,[],"Healdsburg, Sonoma County",CHjGJ-1jZkX,,,[]
37,2020-11-12 15:16:57,224,47862,Found ya Fall! 🍁,[],"Healdsburg, Sonoma County",CHgPkNnj1C2,,,"['aritzia', 'shopredone', 'paige']"
38,2020-11-10 12:52:37,164,39704,"Friendsgiving 🥧🍷🌥 another beautiful memory made with the people who made this year so meaningful. Not sure how I got here, surrounded by such exceptional humans, but I couldn’t be more grateful. We rented this awesome Malibu property through @avantstay and @bliss.beach created this gorgeous picnic-style dinner setup for us!",[],,CHa1dWUjGTo,,,"['kade', 'kristinaschulman', 'alyssalynch', 'samiclarke', 'mackenziealtig', 'whitneyfransway', 'robertgraham', 'zackkalter', 'amandapandapaige', 'avantstay', 'kasey', 'justinsaul_', 'bliss.beach', 'tianaharaguchi', 'jerrodclancy', 'violafloral']"
39,2020-11-09 14:17:08,120,22244,"IT’S HERE! My skincare capsule in collaboration with @sonyadakar is officially available! This is such a meaningful collaboration for me. Most of my life I have not only been fighting battles with my skin, but the subsequent affect that acne has on my self confidence and mental health. Sonya’s products have both changed my skin and how I see myself, and I couldn’t be more excited to curate a kit of my essentials to make these incredible products more accessible for others to try too! 

There are two versions of the kit, Clarifying and Anti Aging and both come with this dreamy silk pink robe. Keep in mind that the kits are limited and won’t be restocked - available now at the link in my bio!",[],,CHYaVjhDNUv,,,['sonyadakar']
40,2020-11-08 19:16:41,91,7958,"It’s here!!! I couldn’t be more excited to launch this skincare capsule in collaboration with Sonya Dakar! Officially launching on Nov 9th, 2020! This kit encapsulates the products from Sonya Dakar that I attribute to the progress, clarity and overall health of my skin, all in perfect sizes to trial them for yourself (the sizes I travel with!). I hope you will love as much as I do!

PRE-SALE LINK:
https://sonyadakar.com/products/helen-owen-holiday-beauty-capsule",[],,CHWMEqejCGs,https://instagram.fybz2-2.fna.fbcdn.net/v/t50.16885-16/10000000_2510304475936254_1634875501627235757_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5pZ3R2LmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=instagram.fybz2-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=fAaPeXHVtq8AX9BouQT&vs=17861723207204740_202419566&_nc_vs=HBksFQAYJEdJQ1dtQURfOVpET0dfc0lBSzNkZWxhYlByQVdidlZCQUFBRhUAAsgBABUAGCRHTElpWkFmcVRsQk5NVklCQUd0bDZOT3FWN1JTYnZWQkFBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaI6OLvicm6PxUCKAJDMywXQHMYhysCDEoYEmRhc2hfYmFzZWxpbmVfMV92MREAdewHAA%3D%3D&_nc_rid=02d8395590&oe=60239311&oh=570738a9c6bfd23b20c0d65e77ac5a68,114046.0,[]
41,2020-11-02 18:36:57,120,40061,New vlog is up from one of my favorite memories of the year 📽🍷✨ girls staycation in Newport Beach! Rental via @avantstay + movie projector and dinner setup by @bliss.beach (link in bio!),[],"Newport Beach, California",CHG2gVyjUco,,,"['alyssalynch', 'samiclarke', '437', 'nobread', 'whitneyfransway', 'amandapandapaige', 'avantstay', 'bliss.beach', 'tianaharaguchi']"
42,2020-10-31 20:14:25,176,73558,To the moon and back 👩🏽‍🚀🧑🏽‍🚀⭐️🪐 @zackkalter HAPPY HALLOWEEN!,[],,CHBxM-HDk8h,,,['zackkalter']
43,2020-10-27 19:14:10,219,40638,"Up close and personal because I’ve never felt more confident in my skin, and in today’s YouTube video I share the products that I have to thank for that! Including my essential clean body products, as well as self tanning faves.🧴✨ Link in bio to watch!",[],,CG3XISGDt2T,,,[]
